file,question,answer,similarity
IMG_20260316_230723.jpg,3,Amp Be <odidono QUI € hoe   beliehs 0S7 #himkings Hok Ivfe beem Jeued On Cy Joi lys -pcredy > % etc. Knecondihur| p? € blim dy Xtowed ~ly io sudlhiuk mty veusfithvn Exomp) e : JJ 07k UWL pon emhs Fe/1,-0.0034
IMG_20260316_230745.jpg,1,1) " ~uclue exucdtim bubes to r Snelz_ 1 Aow mch iPextane eetel im )+ bialer eye4 e ehta Value &clucaton e4Peztrt efexitens to sbtun 444_ "t nezee fon a^ hapoizu i exenaA ;7?v+ % amol Rrd fulimq % pavima a,0.0805
IMG_20260316_230745.jpg,2,"U / 3L L4 an t< body J etim uchee , +4el_ c0 - kpGs+enc ) titb pJwpe QUie i unauxstamndg 5 Zaitlz ancq hatmond  such ~cnAitio paenente The 44 i ) 1t ideax #c+ OULe 1 [oay anq +6y kukrs iQ Fneus LowAe Loxmny i~ Alie taoslu -el C ; + Ylol in nuye",0.068
IMG_20260316_230745.jpg,3,Lo 42 prc"> basicauy PAe cmceiued () Paeanditim J #ad iA #eaet im Dumaw nck M J 4 Bxt kile As nesult buina makla 0 Jnam mkeiemcs . hinb sbold Ad m} acnaya 6inue a Auman tACLLLDa  Kmmilas 0 K sLated natm i 2284,-0.0454
IMG_20260316_230827.jpg,1,5 ~ 5 0 V } Il J 8 J 8 8: 1 d 6 it 1 6 & } ~ s' 1t+ 4 Ve F R,0.0578
IMG_20260316_230827.jpg,2,8 3 R < Fil i} t$ $ 8 Jh H { 6 6 4 3 1 S jt W 4,0.0277
IMG_20260316_230827.jpg,3,M 2 ~ ta" } Ji 01 4 k % [ 8 aF / { I 2 Mt 7 8,-0.0817
IMG_20260316_230901.jpg,1,7 C  8 Ra1 8 58 9 7 8 { 3 3{ 2 8 0 1 4 € { F F? 1 $ 1 8 Q  Ja+ 3 7' [ { n 3 1 3 8,0.0673
IMG_20260316_230901.jpg,2,1A6 0nan 5 taF; 62 $ 58 68 ( ? 1 1 { [ 1 { 2 U 7 6 8 6 7 8 F Y / ] 3 1 1 HV 88 ; + { 1  1 4 F T [ 1 2 ? 3e78 1 J 6,-0.0448
IMG_20260316_230901.jpg,3,6 Y 6 1  1 1 8 b 7 [  0 6  5 1 1 9 [ 2 78 ~ 0 8 ? 8 F < t 8 8 t  ? 1A 1 9 1 4 #e 62 1,0.0246
IMG_20260316_230924.jpg,1,8  ^ 7 ~ 4 ~ 0 A V 3 8 Ji  } 1 4 X 3 8r 6,0.0315
IMG_20260316_230924.jpg,2,{ 6 Faf 1 1 J J : 0 1 6 J V 3 J S  1 3 3,0.0227
IMG_20260316_230924.jpg,3,1 { { 1 0! R4} 4 ( 6  } 4 1 1 1 4 m,-0.0185
IMG_20260316_230945.jpg,1,"C Z 2 2 ? 8 9 8 3 Q S 5 1 TP 8 8 8 V J 4 0 2 c 1 # 3 8 h 1   5 < ' 1 2, 2 0 8 W S 0",0.0538
IMG_20260316_230945.jpg,2,"4, 3 7 C f }L 2 3 8 2 0 H4 0 1 2 8 27 8 + 1 Ja 3 3 1 8 ~ : + ' 7 3 C M] 3 X €  3 2 8 >. 4.",0.0477
IMG_20260316_230945.jpg,3,/ 8 1 3 - J $ 7 ~ 9 Qa 1 2 < 1 :Y ; ~ ; 1 6' 8 2 ? 3 6 9 3 7 s : 4 ' 1 ; 2 ~ 8 1 1 ; J 3 6 ( 3 8 8 8 " ~,-0.0082
IMG_20260316_231008.jpg,1,No answer detected,0.0774
IMG_20260316_231008.jpg,2,"{nl 1v#  Ty""i ~-Vn-.1'] C~'c' 0) Vcylle LO ch hn 0, Qanqexy paahc - 1 < at entty 2 < ' ` ch il As 0 pos e  ' € J ` {pahoy 66 Tt Tn LJAJ OA.",0.0488
IMG_20260316_231008.jpg,3,"HuymatV VAc 4 {C* #~ bana {* Slads onsups al @pah6Y 8 Q Kmat indaculine / Kamilj ) p a= 8oc u:  anenatnoe Lerels 6€ Y < ~a!;: 1 ence ~>.1X1/99*41s7) ) ad ex iMU ; ;-1 a ) <: ) ' ) bi# Ak~: 4_ > study +A deols T_ paslt 66 +_ J<> in C @eaex 011 '< paK&pahon undenstndi n: 68 _vin; i< CaLled eniun n9 JE r Gdey ana +AL} Valuz eslucahor { ^ :' 38 < Y _ seb 31ej ~ata 1 0 Fecuna 4 k7 Tu krm ~t'i0 | ) An8 sl"" tovraocks Xshonws'LYU h& 6& ~nlab $ +ne> +~ bo &x , 6A5 uxugahory 68 booyd"" btd 91 inler' +u Ai sht ~Jo > ) ;` ~5 4J #~ go Ilow' n9 ; srayas : ~ 1 < '.1_) L'c- Healhb/ 06 Lodd W) Hhtainns L'CJ bhytsi coe &acltes (;i) Balane-F Ulra 0& An X~A</ |ta 0 re} ! >2 1 ~~J- N) ) ` ""+lX""= V alses Qike 2160s 42, any aloos , c7, Pve Conol+onan9 An< picker bx a 2d0 value $ bcUxks ) Aucl 1 06 42 focdlx LI0 c meta 5e ~ ~6 AL @ Qamibt hnrlcnes OU- Inagnohon _ &stbe & 9 + )S Cnq 06 42 S uxres 66 mad Mat or Dn €h Qack : matusaQ _ acueptanee Qla penc (58a y",0.052
IMG_20260316_231033.jpg,1,"3 1) 0) Pout Pdeclucalion Jhat dals uith the undesutanding 84 Qne %x peluicipatisn jn () the oelgeex Qeldeel ) A Rneue &s Malle dlucation . Thul jx a need &uel Mallle educatiisn , becallke tdoy > X educatied nax beceme xklle - bXked Feules ) uallex khaU: be kneun (uhat JB d8 then kulUS (hou _D ce). xlALCO ) J `C",0.2432
IMG_20260316_231033.jpg,2,b) The xu #ena -94 (c &ey -BUguatisnz 59 meox the teeeing By sesponibieity tauadk body peAtectis @ uught uiuztinn -8 she body. Sey-suguotisn is bOxed 8n sut (1) ond hellh 1s ba&ed abody 1 (Q >VU Uo` 1? (u) Ekentuauyd 9 sey - ~euegulattis selee enxuele heath yl0 Ui ( A ILSLxEYLLY ULVLLs ( Peuconditinning mgans assumang sametha ithDU+ 6na / 2 1 2 8,0.1125
IMG_20260316_231033.jpg,3,"vU ) CcOdt Cl V YLCas 9 ( Clku | Ls P4 saciety LLL _L/_O_IL Depencs 0n aryrthing OUtaide 0e Komee autside , -that bepR changing SUC ka hkU t my Jkebd j9 haeumony Ael ie moy sead-t8 dishaqmony Jy7 (Jeso JLcQ )",0.0451
IMG_20260316_231055.jpg,1,2 c) Thosre 01Jr flo ttkes o/ eobcakon Ja nued J be *or 5on 0 Jbe soroi ou Eon Qnd ski U eolucOb 6n Ynospe Onxl yale Ql cah 2 Value eoluccuh c 0n educalo csholze Cexe CJZQ clussHozfas Qll tbe (+z Values cc (praUs TghiTroJ ho hemen I€ L _hecs OlsHeyzer ernoh 6nj Jio tecches Ofed 2 #e Ece fime Gor - mGn,0.1117
IMG_20260316_231055.jpg,2,CY Ol Au 8o tre 21 j ccceptossla b) The C( feeli ~& of sel f TRSUU ahon 22 2 @hoZa tte Coa (ewncl has peproo Elf Realisahoo @nc AC( ep tance Oocu Jhis sGuounlig ad it Cand; kion Kee pics thnc i0 miod >  0 (Ozfen ( cer + @bc xio&s c8nculakcA ae 085 fonmJuled 4er te perso {S nol,0.0972
IMG_20260316_231055.jpg,3,"the Suuoundins s CJ COlkes Centnoled bo 0 he,,7 0@7 thouskt Kdoc@s sleasin sosed c) R,o Condik O 5 s tke Cond; boix Of 0 YOz 0 c; Ho +o p27f 00 Ksqal shal CO 856_ ~clueA Ceexzo jaccl C akd 6o tkoon hoc siace nke;9 cildboal i0 0Sh aqbecoe U cha 87 @ ) C9h6 je @f Socieky *e2 cep hc Odh corish 2 e} 8 : Fhe_",0.0514
IMG_20260316_231113.jpg,1,S 2 W 3 5 { 2 { J 2 Vu 1 V { 1 ; L U 9 x 1 8 #?  1 6 { 8 6,0.0766
IMG_20260316_231113.jpg,2,F 5" 1 1 & 8 21g J 8 6 0 3 J} 1 1 { 1 2 3 J 1 0 { 0 5 JJ},0.0215
IMG_20260316_231113.jpg,3,e 1 2 } 1 W L 8 6 L 2 3 8 1 S 1 j J Jo 2 { 1 2 3 5',-0.0736
IMG_20260316_231135.jpg,1,9 2 I; [ I 1 { 1 J 8 0i 1 0J 5 ~ ] C :2 0 8 0 1 ~ ; ? } 1 3 1,0.0052
IMG_20260316_231135.jpg,2,"5 2, QG ^ 1 3 Je 3 [[ 17 1 4; { 1 1 3 4 2 6 1 2 18 0 8 1 6 1 '{ 1 ~ ; ; 3 ; 1 65 5",-0.011
IMG_20260316_231135.jpg,3,D + 5 [ ? [ 3 41 ~ 1 8 3 1 [ 3 J 3 3 4 7 8,0.0269
IMG_20260316_231200.jpg,1,10 Sec El 00 ~ A Ecluc akon 7 < na ke You undrrtands L be Ia ) Va luc bc Q Ax € 0 8 tk oht!s `sha-t one' < ~Juicb  order TisoiH Anea lay OT 1o be a pa-! 0f This wlU 9ui de one' $ Valus Ezlica Hf 02 A large 07 der iS 0 kmwo 0,0.0191
IMG_20260316_231200.jpg,2,Fee Uina _ 0 ((uts duc to emotion ce uhich 1 4 iS 0 e 0 du aclvilie fac 4o ds 0 ' Fo SSom exkrna ( ipkeels - au}mtita Ily Se l f ~aula tio o mo & Cn whic h 4ny 14 1s& harmo rd ) Feclin9 1o9 tondsolo there esnotf o m one 799ulaJory nanney 9 1 8 8,0.0914
IMG_20260316_231200.jpg,3,1 0) Pve (on 4 ( (iunl) ) ckrmln irj thoughts 14 is 4he PTc ex krna( influn & cluu 4o Peron 0 i$ no+ 9ood 1+ mo Hiva #ioo 9X a(4 Uilcc 14 1 $ only Oy4 Lprem ;  0 bool Ld' i # (0 Vcr W Judgina Q e1 C 0 f a,0.0708
IMG_20260316_231248.jpg,1,"Q % 2, 00 77 4 J [26 J 1 8 5' 6 5 6 [",0.0407
IMG_20260316_231248.jpg,2,6 6 65 8 8 { 27 2  6; 1 He 1 F 1 & } } 2 N) 6 % 6 Q 5 1 Z1 6,-0.0108
IMG_20260316_231248.jpg,3,5 9 [ } 1 1 J 2 2 } 8 1 6 # 5 VVEE } EL,-0.0347
IMG_20260316_231318.jpg,1,3 Cue4her - | 4k 0 u'_ ~inutk Uoo A) Tee bt c educotfow tt ~ybs {h jn 6LSC ~i : ' U descstandi-J On '} pasteptiob 5h fexe Fiiv Raxae^ ondes 2_ exylsre $ 44 3ts L kX) L @~ina is Rxuwl a8 va lue educatiol LV: ~Ax| 4~1 Educatiov f Jo 3 1s nstly skiQQ Liayed Kk,0.0729
IMG_20260316_231318.jpg,2,Jjl0s Atrh ualle bajeX = ba_ biased ulic € Lak hak jo 9LAM~AAQ 52 It seo-JA AQ ~8-g&- Lc luu eier+isia 2 Aaslw~= 82l2 - ~a ((x (eQina _ scrgulatrel Gsulja {aelvJ ~8 Jasponaib;lsty J jowandy fu bedy to L- nsctuco_ 1 powtect eave ~ex sialt uilis aiot ~ Jie bod1d U Sote posuts 12,0.0274
IMG_20260316_231318.jpg,3,"06 & Od Alsna d 36 ( , ` A Asu~j j-e (~l 5288 0 rdani Jed _ 6e ~elly 45 work oun body wlce to Jteax, 3o bake tisf4s otaens FaaL aaitews R ster Jhvalutan-J X.: pre45@ _ike (i ( ~aestlow Aanbeat etc ~< 6> :/- 'Jj ~ 34 4; , ( (' 'i 4 1 ' ` ( 0 ':;'! ( 66",-0.0437
IMG_20260316_231342.jpg,1,2[7 0 | ~ 6 5 $ FF { P {{ { $ ] 3 HF 6 0 J S 6 8 ( F 8 7 T R~ 0 4 2 1 0 1 2,-0.0668
IMG_20260316_231342.jpg,2,R 1  1 8 3 33 8 > { ~ 6' L ~ 2 ~ 4  Fu} N { V; 1 * 0 7 06 [ 1; 5 [ p }9 C 0 c 8,0.0543
IMG_20260316_231342.jpg,3,N : yy v 7 4 { 1 4 { / 1 1 1 3 { 2 1 8 #S { P8 A } { 0 { 8 X  K,-0.0333
IMG_20260316_231406.jpg,1,@ 8 2 2 2 ~ 2 6 7 1 2 WK C MWlh 1 74 545 2 8 & 1 8 52 EA; 2 8,-0.0364
IMG_20260316_231406.jpg,2,6 L 1 F 0 & W 4 79 3 N T4 0 3 Ji L { 04a t 0 & # 1 83 4 $ 1 54 1 6 3 ;9 ] F }  6 ] 3 { 1 2 8 [,-0.0447
IMG_20260316_231406.jpg,3,8 2 68 #8 2 <  8 1 1} 1 40 N 1H 8 398 ? h 2 6 % ? L 2 2& < 3 1 H 2 3 4 8 1 {,-0.01
IMG_20260316_231433.jpg,1,2 91 (0) Vall ducalsoo pant educatso #at AeA io techkvg Onl'A taub sitak & (n Aauget onllu ala enanivyj L~i-3 ir a. H Jaclu Ao1 1o Lu do hauuuony c;AC 06x xt ` Jaxuy L ClJ aud Qalul. 4 Jucta #a& u^ I that aclually Uk4 fwa hapby ad Atp ed .,0.1359
IMG_20260316_231433.jpg,2,(6) Fuliw9 d s3cdliev" 445 ^uf AuU Jor tes 6On'A Lonkialuolu so ues A4 ~fuate 0nd Les" baxclly M elLA #04 Ond refluremen 3 Xaxll MiA Life aud kw ad elat 0 aesnally nkcenay Jc +AA . 6c) Precon_ &xoni9 Me4 Aex At wu Leld 04 expos 30 (c UM + Uuacetoe 4 col 3 Su Juu S S 2 8,0.0687
IMG_20260316_231433.jpg,3,San Onq LLaLya Jep hoak tWr ~uocudyf - utally +re con ekontiy LolL4 6i4l Jo' c  praquakcs prejudfnet a Aeoccotsfcal Ausl e8 . For LWJ U 3: precondtoaad tacta cyus^ +1n 4 Uatura ~ixlal Jr Mui Or Jy .,0.1789
IMG_20260316_231503.jpg,1,Vo Iot Witc Icig F_ 3 4 J! 0 7 J ] 716 D [ 8 1! 1 4 U 1 N { 2 { 4 ? 4,0.021
IMG_20260316_231503.jpg,2,4 {4 6 2 {2f 3 1 4 2 Vi 0 3 @ iW H 8 0 6 1 d 2 T 2 1 0 4 7,0.0286
IMG_20260316_231503.jpg,3,+ 6 8 p ~ 6 7 f 1 6 6 J $ { + 1 6 9 | 2 6 ' Ji 0 L 3$' 1,0.0291
IMG_20260316_231527.jpg,1,g l2 ? - 1 4 0 1 6 E #ehi [ [ 1 H 0 2 N} 1 T Ip 5,0.0435
IMG_20260316_231527.jpg,2,R 1 1H h 3 1 2 1 R { 0 : Q 0 0 6 V' K 7 { F @ k K 1 1 Ihke F  2 L /' 1 6,0.0556
IMG_20260316_231527.jpg,3,p 8 ^ 1 1o$ K E ' / E 7 7 3 0 2 1 L 1 1 0 8 W6 ; 7 ~,0.0059
IMG_20260316_231557.jpg,1,No answer detected,0.0774
IMG_20260316_231557.jpg,2,No answer detected,0.0294
IMG_20260316_231557.jpg,3,L 1 2 ] 1 ] 0 W J ] 1 J 3 7 L 1 ; 1 [ 7 2 1 1 1 1 J E ] Tii [ 8 2 j 0 [ 1 L 1 { 1 Vi 2 [ 4 e here,-0.0287
IMG_20260316_231610.jpg,1,"04-) Qel [9) Valu Cclueien valu Eclucchan helpe Iequin Fhat D wnal In Gfe Cneppinx peac ok - Juy_imprtant D kaku doudun bueol an tutn and Hol to Yy"" faitnuss: Uva buana , neeeyy ouncl meawryhul Gfe Hacu",0.1132
IMG_20260316_231610.jpg,2,(eacu cu khay fuce R nol fuut ehai Vilue ucucahen 20 pec happiness an good money beut ako abu gelamans Wipe Vcullu Calutohen Fvaw [ecurue  nmeieles tnat qucb OWL bluuali Junng kmasulodqk,0.1089
IMG_20260316_231610.jpg,3,fig!9.L : Valu Eclucahar Xecumrg by qvod valuet 7el4b) reqahen 0T Suf dicuplinu mean Rof Sanyam tnuzhk cb2 and achiont Iha mana ai+g 91 hels talu gigw cbeiciors In Uf e . By cnrolliry Oj minozi+g tu feung ~b Salf ~eauaham Lue Can,-0.0175
